title_id,title_name,genre,release_year,age_rating,popularity_score,description
370,Crime Secrets 370,Crime,2023,PG-13,0.961,"An engaging crime story that captivates audiences. Released in 2023, this title has received critical acclaim."
371,Romance Legacy 371,Romance,1998,R,0.893,"An engaging romance story that captivates audiences. Released in 1998, this title has received critical acclaim."
372,Drama Quest 372,Drama,2004,PG,0.867,"An engaging drama story that captivates audiences. Released in 2004, this title has received critical acclaim."
373,Thriller Secrets 373,Thriller,2022,R,0.712,"An engaging thriller story that captivates audiences. Released in 2022, this title has received critical acclaim."
374,Romance Secrets 374,Romance,2010,PG-13,0.969,"An engaging romance story that captivates audiences. Released in 2010, this title has received critical acclaim."
375,Animation Quest 375,Animation,2013,PG-13,0.79,"An engaging animation story that captivates audiences. Released in 2013, this title has received critical acclaim."
376,Crime Tales 376,Crime,2002,PG-13,0.917,"An engaging crime story that captivates audiences. Released in 2002, this title has received critical acclaim."
377,Romance Journey 377,Romance,2009,PG,0.974,"An engaging romance story that captivates audiences. Released in 2009, this title has received critical acclaim."
378,Drama Legacy 378,Drama,2000,PG-13,0.878,"An engaging drama story that captivates audiences. Released in 2000, this title has received critical acclaim."
379,Thriller Tales 379,Thriller,2006,R,0.984,"An engaging thriller story that captivates audiences. Released in 2006, this title has received critical acclaim."
380,Fantasy Secrets 380,Fantasy,1996,PG-13,0.715,"An engaging fantasy story that captivates audiences. Released in 1996, this title has received critical acclaim."
381,Animation Journey 381,Animation,1995,PG-13,0.929,"An engaging animation story that captivates audiences. Released in 1995, this title has received critical acclaim."
382,Mystery Legacy 382,Mystery,2016,NC-17,0.944,"An engaging mystery story that captivates audiences. Released in 2016, this title has received critical acclaim."
383,Thriller Tales 383,Thriller,2004,R,0.989,"An engaging thriller story that captivates audiences. Released in 2004, this title has received critical acclaim."
384,Mystery Tales 384,Mystery,1994,R,0.966,"An engaging mystery story that captivates audiences. Released in 1994, this title has received critical acclaim."
385,Horror Legacy 385,Horror,2018,R,0.792,"An engaging horror story that captivates audiences. Released in 2018, this title has received critical acclaim."
386,Horror Legacy 386,Horror,2016,NC-17,0.921,"An engaging horror story that captivates audiences. Released in 2016, this title has received critical acclaim."
387,Drama Legacy 387,Drama,2010,PG-13,0.776,"An engaging drama story that captivates audiences. Released in 2010, this title has received critical acclaim."
388,Horror Legacy 388,Horror,1998,PG-13,0.963,"An engaging horror story that captivates audiences. Released in 1998, this title has received critical acclaim."
389,Animation Chronicles 389,Animation,1998,PG-13,0.939,"An engaging animation story that captivates audiences. Released in 1998, this title has received critical acclaim."
390,Mystery Tales 390,Mystery,2019,R,0.895,"An engaging mystery story that captivates audiences. Released in 2019, this title has received critical acclaim."
391,Sci-Fi Chronicles 391,Sci-Fi,2015,PG-13,0.885,"An engaging sci-fi story that captivates audiences. Released in 2015, this title has received critical acclaim."
392,Crime Journey 392,Crime,1991,PG-13,0.883,"An engaging crime story that captivates audiences. Released in 1991, this title has received critical acclaim."
393,Romance Legacy 393,Romance,2009,PG-13,0.704,"An engaging romance story that captivates audiences. Released in 2009, this title has received critical acclaim."
394,Thriller Chronicles 394,Thriller,2006,R,0.849,"An engaging thriller story that captivates audiences. Released in 2006, this title has received critical acclaim."
395,Action Quest 395,Action,2002,PG-13,0.888,"An engaging action story that captivates audiences. Released in 2002, this title has received critical acclaim."
396,Drama Journey 396,Drama,2023,PG-13,0.838,"An engaging drama story that captivates audiences. Released in 2023, this title has received critical acclaim."
397,Crime Secrets 397,Crime,2001,PG-13,0.955,"An engaging crime story that captivates audiences. Released in 2001, this title has received critical acclaim."
398,Mystery Tales 398,Mystery,2000,PG-13,0.927,"An engaging mystery story that captivates audiences. Released in 2000, this title has received critical acclaim."
399,Drama Journey 399,Drama,1998,PG,0.942,"An engaging drama story that captivates audiences. Released in 1998, this title has received critical acclaim."
400,Documentary Secrets 400,Documentary,1997,PG,0.792,"An engaging documentary story that captivates audiences. Released in 1997, this title has received critical acclaim."
401,Action Chronicles 401,Action,2011,PG-13,0.682,"An engaging action story that captivates audiences. Released in 2011, this title has received critical acclaim."
402,Drama Tales 402,Drama,2020,PG-13,0.37,"An engaging drama story that captivates audiences. Released in 2020, this title has received critical acclaim."
403,Comedy Quest 403,Comedy,2023,G,0.213,"An engaging comedy story that captivates audiences. Released in 2023, this title has received critical acclaim."
404,Thriller Quest 404,Thriller,1990,G,0.623,"An engaging thriller story that captivates audiences. Released in 1990, this title has received critical acclaim."
405,Documentary Secrets 405,Documentary,2000,PG-13,0.451,"An engaging documentary story that captivates audiences. Released in 2000, this title has received critical acclaim."
406,Romance Chronicles 406,Romance,2011,R,0.382,"An engaging romance story that captivates audiences. Released in 2011, this title has received critical acclaim."
407,Thriller Journey 407,Thriller,2013,G,0.434,"An engaging thriller story that captivates audiences. Released in 2013, this title has received critical acclaim."
408,Fantasy Secrets 408,Fantasy,2001,PG,0.36,"An engaging fantasy story that captivates audiences. Released in 2001, this title has received critical acclaim."
409,Drama Legacy 409,Drama,1990,PG-13,0.187,"An engaging drama story that captivates audiences. Released in 1990, this title has received critical acclaim."
410,Thriller Journey 410,Thriller,2001,PG-13,0.593,"An engaging thriller story that captivates audiences. Released in 2001, this title has received critical acclaim."
411,Horror Quest 411,Horror,2020,PG-13,0.644,"An engaging horror story that captivates audiences. Released in 2020, this title has received critical acclaim."
412,Fantasy Chronicles 412,Fantasy,2016,G,0.7,"An engaging fantasy story that captivates audiences. Released in 2016, this title has received critical acclaim."
413,Animation Chronicles 413,Animation,2009,PG-13,0.44,"An engaging animation story that captivates audiences. Released in 2009, this title has received critical acclaim."
414,Documentary Secrets 414,Documentary,2006,PG-13,0.281,"An engaging documentary story that captivates audiences. Released in 2006, this title has received critical acclaim."
415,Thriller Legacy 415,Thriller,2006,PG-13,0.685,"An engaging thriller story that captivates audiences. Released in 2006, this title has received critical acclaim."
416,Mystery Tales 416,Mystery,2018,PG-13,0.614,"An engaging mystery story that captivates audiences. Released in 2018, this title has received critical acclaim."
417,Horror Quest 417,Horror,2004,PG-13,0.157,"An engaging horror story that captivates audiences. Released in 2004, this title has received critical acclaim."
418,Horror Secrets 418,Horror,2015,PG,0.165,"An engaging horror story that captivates audiences. Released in 2015, this title has received critical acclaim."
419,Horror Secrets 419,Horror,1994,R,0.239,"An engaging horror story that captivates audiences. Released in 1994, this title has received critical acclaim."
420,Sci-Fi Chronicles 420,Sci-Fi,2022,R,0.21,"An engaging sci-fi story that captivates audiences. Released in 2022, this title has received critical acclaim."
421,Romance Secrets 421,Romance,2008,PG,0.53,"An engaging romance story that captivates audiences. Released in 2008, this title has received critical acclaim."
422,Thriller Chronicles 422,Thriller,2004,G,0.531,"An engaging thriller story that captivates audiences. Released in 2004, this title has received critical acclaim."
423,Fantasy Tales 423,Fantasy,2012,PG-13,0.424,"An engaging fantasy story that captivates audiences. Released in 2012, this title has received critical acclaim."
424,Comedy Chronicles 424,Comedy,2022,PG-13,0.138,"An engaging comedy story that captivates audiences. Released in 2022, this title has received critical acclaim."
425,Sci-Fi Journey 425,Sci-Fi,2015,PG-13,0.317,"An engaging sci-fi story that captivates audiences. Released in 2015, this title has received critical acclaim."
426,Fantasy Quest 426,Fantasy,2013,G,0.58,"An engaging fantasy story that captivates audiences. Released in 2013, this title has received critical acclaim."
427,Fantasy Tales 427,Fantasy,2002,PG-13,0.432,"An engaging fantasy story that captivates audiences. Released in 2002, this title has received critical acclaim."
428,Comedy Journey 428,Comedy,2012,PG-13,0.506,"An engaging comedy story that captivates audiences. Released in 2012, this title has received critical acclaim."
429,Drama Secrets 429,Drama,2012,PG-13,0.558,"An engaging drama story that captivates audiences. Released in 2012, this title has received critical acclaim."
430,Sci-Fi Secrets 430,Sci-Fi,2014,G,0.414,"An engaging sci-fi story that captivates audiences. Released in 2014, this title has received critical acclaim."
431,Drama Chronicles 431,Drama,2023,NC-17,0.359,"An engaging drama story that captivates audiences. Released in 2023, this title has received critical acclaim."
432,Thriller Secrets 432,Thriller,2005,PG-13,0.398,"An engaging thriller story that captivates audiences. Released in 2005, this title has received critical acclaim."
433,Sci-Fi Secrets 433,Sci-Fi,1995,PG,0.536,"An engaging sci-fi story that captivates audiences. Released in 1995, this title has received critical acclaim."
434,Action Legacy 434,Action,2005,R,0.386,"An engaging action story that captivates audiences. Released in 2005, this title has received critical acclaim."
435,Fantasy Quest 435,Fantasy,1996,G,0.107,"An engaging fantasy story that captivates audiences. Released in 1996, this title has received critical acclaim."
436,Comedy Legacy 436,Comedy,1992,PG-13,0.38,"An engaging comedy story that captivates audiences. Released in 1992, this title has received critical acclaim."
437,Sci-Fi Chronicles 437,Sci-Fi,2003,NC-17,0.437,"An engaging sci-fi story that captivates audiences. Released in 2003, this title has received critical acclaim."
438,Animation Quest 438,Animation,2016,R,0.384,"An engaging animation story that captivates audiences. Released in 2016, this title has received critical acclaim."
439,Horror Legacy 439,Horror,2012,NC-17,0.38,"An engaging horror story that captivates audiences. Released in 2012, this title has received critical acclaim."
440,Comedy Chronicles 440,Comedy,2011,PG-13,0.331,"An engaging comedy story that captivates audiences. Released in 2011, this title has received critical acclaim."
441,Documentary Quest 441,Documentary,2018,PG,0.64,"An engaging documentary story that captivates audiences. Released in 2018, this title has received critical acclaim."
442,Animation Legacy 442,Animation,2006,PG-13,0.135,"An engaging animation story that captivates audiences. Released in 2006, this title has received critical acclaim."
443,Thriller Tales 443,Thriller,2012,R,0.397,"An engaging thriller story that captivates audiences. Released in 2012, this title has received critical acclaim."
444,Thriller Tales 444,Thriller,1994,G,0.277,"An engaging thriller story that captivates audiences. Released in 1994, this title has received critical acclaim."
445,Fantasy Chronicles 445,Fantasy,1996,PG,0.406,"An engaging fantasy story that captivates audiences. Released in 1996, this title has received critical acclaim."
446,Drama Chronicles 446,Drama,1995,PG,0.258,"An engaging drama story that captivates audiences. Released in 1995, this title has received critical acclaim."
447,Drama Tales 447,Drama,1995,PG,0.482,"An engaging drama story that captivates audiences. Released in 1995, this title has received critical acclaim."
448,Action Tales 448,Action,2015,PG-13,0.551,"An engaging action story that captivates audiences. Released in 2015, this title has received critical acclaim."
449,Action Legacy 449,Action,2003,PG-13,0.697,"An engaging action story that captivates audiences. Released in 2003, this title has received critical acclaim."
450,Thriller Journey 450,Thriller,2003,R,0.528,"An engaging thriller story that captivates audiences. Released in 2003, this title has received critical acclaim."
451,Crime Legacy 451,Crime,2011,PG-13,0.134,"An engaging crime story that captivates audiences. Released in 2011, this title has received critical acclaim."
452,Sci-Fi Quest 452,Sci-Fi,1996,R,0.578,"An engaging sci-fi story that captivates audiences. Released in 1996, this title has received critical acclaim."
453,Mystery Quest 453,Mystery,2003,PG-13,0.324,"An engaging mystery story that captivates audiences. Released in 2003, this title has received critical acclaim."
454,Comedy Quest 454,Comedy,2014,PG,0.696,"An engaging comedy story that captivates audiences. Released in 2014, this title has received critical acclaim."
455,Romance Tales 455,Romance,2020,PG-13,0.397,"An engaging romance story that captivates audiences. Released in 2020, this title has received critical acclaim."
456,Horror Quest 456,Horror,2016,PG,0.569,"An engaging horror story that captivates audiences. Released in 2016, this title has received critical acclaim."
457,Crime Journey 457,Crime,2019,R,0.602,"An engaging crime story that captivates audiences. Released in 2019, this title has received critical acclaim."
458,Animation Journey 458,Animation,2017,PG,0.405,"An engaging animation story that captivates audiences. Released in 2017, this title has received critical acclaim."
459,Fantasy Journey 459,Fantasy,2003,PG-13,0.425,"An engaging fantasy story that captivates audiences. Released in 2003, this title has received critical acclaim."
460,Horror Chronicles 460,Horror,2023,PG-13,0.467,"An engaging horror story that captivates audiences. Released in 2023, this title has received critical acclaim."
461,Mystery Tales 461,Mystery,2007,R,0.695,"An engaging mystery story that captivates audiences. Released in 2007, this title has received critical acclaim."
462,Sci-Fi Chronicles 462,Sci-Fi,1996,PG-13,0.481,"An engaging sci-fi story that captivates audiences. Released in 1996, this title has received critical acclaim."
463,Crime Quest 463,Crime,2009,G,0.416,"An engaging crime story that captivates audiences. Released in 2009, this title has received critical acclaim."
464,Thriller Secrets 464,Thriller,2011,R,0.519,"An engaging thriller story that captivates audiences. Released in 2011, this title has received critical acclaim."
465,Sci-Fi Quest 465,Sci-Fi,2012,PG,0.104,"An engaging sci-fi story that captivates audiences. Released in 2012, this title has received critical acclaim."
466,Action Quest 466,Action,2003,PG-13,0.322,"An engaging action story that captivates audiences. Released in 2003, this title has received critical acclaim."
467,Crime Tales 467,Crime,2012,PG-13,0.288,"An engaging crime story that captivates audiences. Released in 2012, this title has received critical acclaim."
468,Drama Legacy 468,Drama,2010,R,0.279,"An engaging drama story that captivates audiences. Released in 2010, this title has received critical acclaim."
469,Fantasy Tales 469,Fantasy,2009,PG-13,0.26,"An engaging fantasy story that captivates audiences. Released in 2009, this title has received critical acclaim."
470,Fantasy Journey 470,Fantasy,2013,R,0.34,"An engaging fantasy story that captivates audiences. Released in 2013, this title has received critical acclaim."
471,Drama Secrets 471,Drama,2015,PG,0.195,"An engaging drama story that captivates audiences. Released in 2015, this title has received critical acclaim."
472,Horror Legacy 472,Horror,2020,R,0.422,"An engaging horror story that captivates audiences. Released in 2020, this title has received critical acclaim."
473,Documentary Legacy 473,Documentary,2000,NC-17,0.404,"An engaging documentary story that captivates audiences. Released in 2000, this title has received critical acclaim."
474,Mystery Chronicles 474,Mystery,1991,G,0.411,"An engaging mystery story that captivates audiences. Released in 1991, this title has received critical acclaim."
475,Thriller Chronicles 475,Thriller,2007,PG,0.581,"An engaging thriller story that captivates audiences. Released in 2007, this title has received critical acclaim."
476,Horror Quest 476,Horror,2015,R,0.644,"An engaging horror story that captivates audiences. Released in 2015, this title has received critical acclaim."
477,Animation Journey 477,Animation,2000,PG,0.688,"An engaging animation story that captivates audiences. Released in 2000, this title has received critical acclaim."
478,Mystery Tales 478,Mystery,1996,PG,0.587,"An engaging mystery story that captivates audiences. Released in 1996, this title has received critical acclaim."
479,Mystery Legacy 479,Mystery,1999,PG-13,0.261,"An engaging mystery story that captivates audiences. Released in 1999, this title has received critical acclaim."
480,Animation Legacy 480,Animation,2007,G,0.493,"An engaging animation story that captivates audiences. Released in 2007, this title has received critical acclaim."
481,Fantasy Legacy 481,Fantasy,2011,PG,0.31,"An engaging fantasy story that captivates audiences. Released in 2011, this title has received critical acclaim."
482,Documentary Journey 482,Documentary,2006,R,0.445,"An engaging documentary story that captivates audiences. Released in 2006, this title has received critical acclaim."
483,Romance Secrets 483,Romance,1998,R,0.17,"An engaging romance story that captivates audiences. Released in 1998, this title has received critical acclaim."
484,Mystery Journey 484,Mystery,2020,R,0.328,"An engaging mystery story that captivates audiences. Released in 2020, this title has received critical acclaim."
485,Animation Legacy 485,Animation,1997,PG-13,0.542,"An engaging animation story that captivates audiences. Released in 1997, this title has received critical acclaim."
486,Fantasy Quest 486,Fantasy,1991,NC-17,0.635,"An engaging fantasy story that captivates audiences. Released in 1991, this title has received critical acclaim."
487,Drama Journey 487,Drama,1999,G,0.6,"An engaging drama story that captivates audiences. Released in 1999, this title has received critical acclaim."
488,Horror Secrets 488,Horror,1994,PG-13,0.435,"An engaging horror story that captivates audiences. Released in 1994, this title has received critical acclaim."
489,Romance Secrets 489,Romance,2013,PG-13,0.349,"An engaging romance story that captivates audiences. Released in 2013, this title has received critical acclaim."
490,Animation Legacy 490,Animation,2002,R,0.566,"An engaging animation story that captivates audiences. Released in 2002, this title has received critical acclaim."
491,Mystery Chronicles 491,Mystery,2010,PG,0.202,"An engaging mystery story that captivates audiences. Released in 2010, this title has received critical acclaim."
492,Action Quest 492,Action,1990,PG-13,0.677,"An engaging action story that captivates audiences. Released in 1990, this title has received critical acclaim."
493,Action Legacy 493,Action,1994,R,0.426,"An engaging action story that captivates audiences. Released in 1994, this title has received critical acclaim."
494,Thriller Chronicles 494,Thriller,2011,PG,0.243,"An engaging thriller story that captivates audiences. Released in 2011, this title has received critical acclaim."
495,Fantasy Legacy 495,Fantasy,2008,PG,0.108,"An engaging fantasy story that captivates audiences. Released in 2008, this title has received critical acclaim."
496,Mystery Legacy 496,Mystery,2020,PG,0.434,"An engaging mystery story that captivates audiences. Released in 2020, this title has received critical acclaim."
497,Romance Chronicles 497,Romance,2008,R,0.679,"An engaging romance story that captivates audiences. Released in 2008, this title has received critical acclaim."
498,Action Journey 498,Action,2007,PG-13,0.652,"An engaging action story that captivates audiences. Released in 2007, this title has received critical acclaim."
499,Animation Quest 499,Animation,2015,PG-13,0.492,"An engaging animation story that captivates audiences. Released in 2015, this title has received critical acclaim."
500,Sci-Fi Journey 500,Sci-Fi,2002,PG,0.678,"An engaging sci-fi story that captivates audiences. Released in 2002, this title has received critical acclaim."
501,Drama Quest 501,Drama,2000,PG-13,0.435,"An engaging drama story that captivates audiences. Released in 2000, this title has received critical acclaim."
502,Mystery Journey 502,Mystery,1992,R,0.223,"An engaging mystery story that captivates audiences. Released in 1992, this title has received critical acclaim."
503,Animation Journey 503,Animation,2013,PG-13,0.567,"An engaging animation story that captivates audiences. Released in 2013, this title has received critical acclaim."
504,Drama Chronicles 504,Drama,2009,PG-13,0.442,"An engaging drama story that captivates audiences. Released in 2009, this title has received critical acclaim."
505,Mystery Legacy 505,Mystery,1992,PG,0.208,"An engaging mystery story that captivates audiences. Released in 1992, this title has received critical acclaim."
506,Comedy Legacy 506,Comedy,2023,G,0.241,"An engaging comedy story that captivates audiences. Released in 2023, this title has received critical acclaim."
507,Documentary Tales 507,Documentary,2018,PG,0.255,"An engaging documentary story that captivates audiences. Released in 2018, this title has received critical acclaim."
508,Mystery Legacy 508,Mystery,1998,PG-13,0.65,"An engaging mystery story that captivates audiences. Released in 1998, this title has received critical acclaim."
509,Horror Secrets 509,Horror,1991,PG-13,0.304,"An engaging horror story that captivates audiences. Released in 1991, this title has received critical acclaim."
510,Horror Secrets 510,Horror,2000,R,0.285,"An engaging horror story that captivates audiences. Released in 2000, this title has received critical acclaim."
511,Animation Secrets 511,Animation,1991,R,0.391,"An engaging animation story that captivates audiences. Released in 1991, this title has received critical acclaim."
512,Thriller Tales 512,Thriller,2023,G,0.46,"An engaging thriller story that captivates audiences. Released in 2023, this title has received critical acclaim."
513,Drama Secrets 513,Drama,1995,PG-13,0.498,"An engaging drama story that captivates audiences. Released in 1995, this title has received critical acclaim."
514,Fantasy Journey 514,Fantasy,2022,R,0.653,"An engaging fantasy story that captivates audiences. Released in 2022, this title has received critical acclaim."
515,Sci-Fi Tales 515,Sci-Fi,1995,PG-13,0.328,"An engaging sci-fi story that captivates audiences. Released in 1995, this title has received critical acclaim."
516,Documentary Chronicles 516,Documentary,2019,PG,0.293,"An engaging documentary story that captivates audiences. Released in 2019, this title has received critical acclaim."
517,Crime Quest 517,Crime,2016,R,0.478,"An engaging crime story that captivates audiences. Released in 2016, this title has received critical acclaim."
518,Comedy Journey 518,Comedy,2013,G,0.597,"An engaging comedy story that captivates audiences. Released in 2013, this title has received critical acclaim."
519,Crime Journey 519,Crime,1992,R,0.538,"An engaging crime story that captivates audiences. Released in 1992, this title has received critical acclaim."
520,Romance Chronicles 520,Romance,1996,PG,0.353,"An engaging romance story that captivates audiences. Released in 1996, this title has received critical acclaim."
521,Fantasy Journey 521,Fantasy,1996,PG-13,0.206,"An engaging fantasy story that captivates audiences. Released in 1996, this title has received critical acclaim."
522,Crime Legacy 522,Crime,1990,G,0.447,"An engaging crime story that captivates audiences. Released in 1990, this title has received critical acclaim."
523,Documentary Chronicles 523,Documentary,2004,PG-13,0.645,"An engaging documentary story that captivates audiences. Released in 2004, this title has received critical acclaim."
524,Horror Chronicles 524,Horror,2020,PG-13,0.148,"An engaging horror story that captivates audiences. Released in 2020, this title has received critical acclaim."
525,Sci-Fi Chronicles 525,Sci-Fi,2010,R,0.565,"An engaging sci-fi story that captivates audiences. Released in 2010, this title has received critical acclaim."
526,Fantasy Journey 526,Fantasy,2013,R,0.337,"An engaging fantasy story that captivates audiences. Released in 2013, this title has received critical acclaim."
527,Animation Chronicles 527,Animation,2015,PG,0.654,"An engaging animation story that captivates audiences. Released in 2015, this title has received critical acclaim."
528,Sci-Fi Legacy 528,Sci-Fi,2004,PG-13,0.661,"An engaging sci-fi story that captivates audiences. Released in 2004, this title has received critical acclaim."
529,Crime Secrets 529,Crime,1999,R,0.439,"An engaging crime story that captivates audiences. Released in 1999, this title has received critical acclaim."
530,Horror Journey 530,Horror,2013,PG-13,0.675,"An engaging horror story that captivates audiences. Released in 2013, this title has received critical acclaim."
531,Fantasy Legacy 531,Fantasy,2015,PG-13,0.145,"An engaging fantasy story that captivates audiences. Released in 2015, this title has received critical acclaim."
532,Comedy Chronicles 532,Comedy,2000,R,0.605,"An engaging comedy story that captivates audiences. Released in 2000, this title has received critical acclaim."
533,Documentary Journey 533,Documentary,2013,R,0.34,"An engaging documentary story that captivates audiences. Released in 2013, this title has received critical acclaim."
534,Crime Journey 534,Crime,1998,PG-13,0.635,"An engaging crime story that captivates audiences. Released in 1998, this title has received critical acclaim."
535,Crime Tales 535,Crime,1995,NC-17,0.666,"An engaging crime story that captivates audiences. Released in 1995, this title has received critical acclaim."
536,Action Secrets 536,Action,2015,R,0.42,"An engaging action story that captivates audiences. Released in 2015, this title has received critical acclaim."
537,Animation Legacy 537,Animation,2004,PG,0.289,"An engaging animation story that captivates audiences. Released in 2004, this title has received critical acclaim."
538,Thriller Journey 538,Thriller,1991,PG-13,0.649,"An engaging thriller story that captivates audiences. Released in 1991, this title has received critical acclaim."
539,Mystery Journey 539,Mystery,2009,G,0.326,"An engaging mystery story that captivates audiences. Released in 2009, this title has received critical acclaim."
540,Drama Journey 540,Drama,2008,R,0.435,"An engaging drama story that captivates audiences. Released in 2008, this title has received critical acclaim."
541,Romance Chronicles 541,Romance,2005,PG-13,0.565,"An engaging romance story that captivates audiences. Released in 2005, this title has received critical acclaim."
542,Sci-Fi Journey 542,Sci-Fi,2023,PG-13,0.608,"An engaging sci-fi story that captivates audiences. Released in 2023, this title has received critical acclaim."
543,Horror Chronicles 543,Horror,2022,G,0.387,"An engaging horror story that captivates audiences. Released in 2022, this title has received critical acclaim."
544,Fantasy Tales 544,Fantasy,2020,PG,0.206,"An engaging fantasy story that captivates audiences. Released in 2020, this title has received critical acclaim."
545,Animation Tales 545,Animation,2008,PG,0.542,"An engaging animation story that captivates audiences. Released in 2008, this title has received critical acclaim."
546,Fantasy Journey 546,Fantasy,2019,PG,0.233,"An engaging fantasy story that captivates audiences. Released in 2019, this title has received critical acclaim."
547,Action Legacy 547,Action,1991,R,0.152,"An engaging action story that captivates audiences. Released in 1991, this title has received critical acclaim."
548,Fantasy Quest 548,Fantasy,2014,PG-13,0.668,"An engaging fantasy story that captivates audiences. Released in 2014, this title has received critical acclaim."
549,Romance Legacy 549,Romance,2014,R,0.342,"An engaging romance story that captivates audiences. Released in 2014, this title has received critical acclaim."
550,Fantasy Tales 550,Fantasy,1992,PG-13,0.306,"An engaging fantasy story that captivates audiences. Released in 1992, this title has received critical acclaim."
551,Drama Legacy 551,Drama,2007,R,0.146,"An engaging drama story that captivates audiences. Released in 2007, this title has received critical acclaim."
552,Comedy Secrets 552,Comedy,2005,R,0.248,"An engaging comedy story that captivates audiences. Released in 2005, this title has received critical acclaim."
553,Crime Legacy 553,Crime,2001,G,0.46,"An engaging crime story that captivates audiences. Released in 2001, this title has received critical acclaim."
554,Fantasy Tales 554,Fantasy,2013,PG,0.618,"An engaging fantasy story that captivates audiences. Released in 2013, this title has received critical acclaim."
555,Romance Quest 555,Romance,2021,NC-17,0.142,"An engaging romance story that captivates audiences. Released in 2021, this title has received critical acclaim."
556,Animation Journey 556,Animation,1994,G,0.388,"An engaging animation story that captivates audiences. Released in 1994, this title has received critical acclaim."
557,Documentary Legacy 557,Documentary,1992,R,0.66,"An engaging documentary story that captivates audiences. Released in 1992, this title has received critical acclaim."
558,Comedy Quest 558,Comedy,1995,R,0.119,"An engaging comedy story that captivates audiences. Released in 1995, this title has received critical acclaim."
559,Sci-Fi Legacy 559,Sci-Fi,2022,R,0.477,"An engaging sci-fi story that captivates audiences. Released in 2022, this title has received critical acclaim."
560,Mystery Quest 560,Mystery,1994,R,0.443,"An engaging mystery story that captivates audiences. Released in 1994, this title has received critical acclaim."
561,Mystery Tales 561,Mystery,1994,PG-13,0.187,"An engaging mystery story that captivates audiences. Released in 1994, this title has received critical acclaim."
562,Documentary Secrets 562,Documentary,2000,PG-13,0.228,"An engaging documentary story that captivates audiences. Released in 2000, this title has received critical acclaim."
563,Crime Tales 563,Crime,2019,PG-13,0.452,"An engaging crime story that captivates audiences. Released in 2019, this title has received critical acclaim."
564,Fantasy Secrets 564,Fantasy,1994,G,0.469,"An engaging fantasy story that captivates audiences. Released in 1994, this title has received critical acclaim."
565,Horror Journey 565,Horror,2018,PG,0.57,"An engaging horror story that captivates audiences. Released in 2018, this title has received critical acclaim."
566,Drama Chronicles 566,Drama,2019,PG-13,0.342,"An engaging drama story that captivates audiences. Released in 2019, this title has received critical acclaim."
567,Horror Chronicles 567,Horror,2002,NC-17,0.482,"An engaging horror story that captivates audiences. Released in 2002, this title has received critical acclaim."
568,Action Chronicles 568,Action,2020,R,0.167,"An engaging action story that captivates audiences. Released in 2020, this title has received critical acclaim."
569,Action Journey 569,Action,2013,R,0.335,"An engaging action story that captivates audiences. Released in 2013, this title has received critical acclaim."
570,Thriller Tales 570,Thriller,2021,G,0.149,"An engaging thriller story that captivates audiences. Released in 2021, this title has received critical acclaim."
571,Comedy Chronicles 571,Comedy,2020,R,0.626,"An engaging comedy story that captivates audiences. Released in 2020, this title has received critical acclaim."
572,Animation Journey 572,Animation,1992,PG-13,0.571,"An engaging animation story that captivates audiences. Released in 1992, this title has received critical acclaim."
573,Animation Tales 573,Animation,2004,G,0.542,"An engaging animation story that captivates audiences. Released in 2004, this title has received critical acclaim."
574,Thriller Journey 574,Thriller,1999,PG-13,0.603,"An engaging thriller story that captivates audiences. Released in 1999, this title has received critical acclaim."
575,Fantasy Legacy 575,Fantasy,1994,PG-13,0.55,"An engaging fantasy story that captivates audiences. Released in 1994, this title has received critical acclaim."
576,Action Legacy 576,Action,2017,PG-13,0.555,"An engaging action story that captivates audiences. Released in 2017, this title has received critical acclaim."
577,Documentary Journey 577,Documentary,2012,R,0.188,"An engaging documentary story that captivates audiences. Released in 2012, this title has received critical acclaim."
578,Sci-Fi Tales 578,Sci-Fi,2006,R,0.165,"An engaging sci-fi story that captivates audiences. Released in 2006, this title has received critical acclaim."
579,Fantasy Tales 579,Fantasy,2007,PG-13,0.574,"An engaging fantasy story that captivates audiences. Released in 2007, this title has received critical acclaim."
580,Mystery Tales 580,Mystery,1990,R,0.505,"An engaging mystery story that captivates audiences. Released in 1990, this title has received critical acclaim."
581,Animation Chronicles 581,Animation,2009,R,0.104,"An engaging animation story that captivates audiences. Released in 2009, this title has received critical acclaim."
582,Drama Tales 582,Drama,2015,PG-13,0.2,"An engaging drama story that captivates audiences. Released in 2015, this title has received critical acclaim."
583,Sci-Fi Secrets 583,Sci-Fi,2017,PG-13,0.377,"An engaging sci-fi story that captivates audiences. Released in 2017, this title has received critical acclaim."
584,Documentary Secrets 584,Documentary,2006,PG-13,0.375,"An engaging documentary story that captivates audiences. Released in 2006, this title has received critical acclaim."
585,Documentary Tales 585,Documentary,1996,R,0.663,"An engaging documentary story that captivates audiences. Released in 1996, this title has received critical acclaim."
586,Documentary Journey 586,Documentary,1998,PG-13,0.117,"An engaging documentary story that captivates audiences. Released in 1998, this title has received critical acclaim."
587,Mystery Legacy 587,Mystery,1994,R,0.218,"An engaging mystery story that captivates audiences. Released in 1994, this title has received critical acclaim."
588,Crime Legacy 588,Crime,2015,PG-13,0.658,"An engaging crime story that captivates audiences. Released in 2015, this title has received critical acclaim."
